id,host_id,property_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,review_scores_rating
14141577,40745757,Apartment,120,,,400,70,50,1,1125,9,28,58,58,92
14142169,12968938,Apartment,75,,,,,0,2,7,28,58,88,363,
14143639,6779103,Condominium,96,,,1000,55,0,60,1125,0,0,0,0,95
14143944,9028154,Apartment,170,,,0,30,60,2,365,23,53,83,358,97
14144267,29217677,Apartment,90,,,,,10,1,40,0,0,0,0,98
14146698,85440051,Apartment,300,,,,50,30,2,14,20,50,78,78,94
14147464,16766174,Villa,91,,,0,70,12,1,1125,19,47,77,167,97
14153889,19937269,Apartment,199,,,,,0,1,3,30,60,90,90,95
14154541,24559559,Apartment,195,,,150,50,70,2,1125,14,41,71,346,98
14154575,71441572,Guesthouse,161,,,6441,40,10,1,1125,9,19,49,324,100
14154683,7788807,House,300,,,500,120,50,3,1125,7,11,12,27,
14155400,4177728,Apartment,180,,,0,0,21,3,90,25,25,25,25,88
14156379,1000796,Apartment,120,,,,100,0,1,90,8,27,38,286,95
14156938,85584476,Apartment,93,,,,33,0,2,28,17,47,77,156,96
14158989,7371495,Apartment,71,,,,70,0,2,30,0,0,0,0,90
14158992,34479105,Apartment,210,,,400,100,0,2,1125,20,50,80,355,77
14159847,69265871,Villa,55,,,0,0,0,2,1125,13,43,73,348,95
14169112,18003619,Townhouse,71,,,0,15,7,2,1125,0,0,0,0,
14169380,83421224,House,180,,,500,150,35,2,60,16,38,68,339,91
14169816,39674564,Bed and breakfast,190,,,,,0,1,1125,27,57,87,362,96
14169849,23129739,Apartment,55,,,150,10,12,365,365,29,59,89,89,97
14170227,82423525,Apartment,75,,,,30,0,1,1125,0,0,0,0,
14170419,78546161,Apartment,50,,,,,0,1,1125,0,0,0,0,70
14171287,85786846,Bed and breakfast,220,,,0,0,0,1,1124,21,42,68,243,99
14171752,85786846,Cabin,155,,,0,0,0,1,1124,19,43,70,244,100
14172177,85786846,Bed and breakfast,179,,,0,0,50,1,1124,13,39,69,244,100
14173709,83622209,Apartment,60,,,,,0,4,1125,0,0,0,0,83
14175650,7894361,House,32,,,,32,0,14,1125,0,0,0,0,
14182901,85932963,Apartment,93,,,0,76,38,4,190,0,4,4,199,97
14183584,3286330,Loft,120,,,0,115,0,3,1125,8,24,52,327,98
14185108,81772437,House,288,,,499,149,15,2,1125,17,35,63,303,97
14186900,34479105,Serviced apartment,799,,,450,100,50,2,1125,22,52,82,354,100
14188154,29908675,House,339,,,,150,30,2,1125,18,30,52,142,100
14189116,5238994,Apartment,129,,,200,60,0,2,1125,20,24,52,327,92
14189198,5383441,Apartment,155,,,400,120,0,1,180,21,51,81,299,94
14189505,35370298,Loft,197,,,500,120,0,2,1125,6,25,49,135,98
14191595,23281766,Apartment,285,,,200,50,0,2,1125,8,15,27,63,100
14192251,23281766,Apartment,599,,,1200,100,0,5,1125,7,19,37,109,
14201487,46364427,Apartment,37,,,150,50,0,1,20,0,0,0,0,
14202785,5096524,Townhouse,130,,,500,50,15,2,1125,0,0,25,25,100
14204887,65149000,Serviced apartment,155,,,300,80,35,1,1125,8,18,32,38,88
14205189,86215286,Apartment,199,,,,30,0,1,1125,29,59,89,89,100
14206769,86234997,Apartment,96,,,200,50,50,7,1125,15,19,49,49,88
14208985,25525503,Apartment,221,,,,130,0,4,7,0,0,0,0,100
14211160,8530753,Apartment,109,,,199,69,14,1,1125,25,45,75,100,92
14212659,1739996,Apartment,100,,,400,99,29,2,261,13,37,51,74,97
14219313,51849017,Apartment,55,,,0,0,10,1,30,11,20,47,47,94
14220803,8530753,Apartment,114,,,199,69,14,1,1124,28,53,83,358,95
14222302,3763689,Apartment,138,,,138,42,0,5,20,0,0,0,0,
14222346,80347267,Apartment,75,,,0,0,0,7,1124,8,12,12,12,96
14224427,24823841,Apartment,130,,,200,70,20,1,1125,9,19,19,22,92
14226955,11529648,Apartment,73,,,200,0,0,14,400,23,35,65,340,97
14227061,35911826,Apartment,79,,,200,19,79,1,1125,30,60,90,365,80
14227864,32474305,House,50,,,,20,0,5,15,0,0,0,0,
14228498,15565,Apartment,100,,,0,85,50,10,365,13,22,44,319,92
14234686,4197844,House,107,,,,,0,30,1125,0,0,0,0,100
14236550,26820500,House,375,,,500,195,20,3,1125,6,24,33,293,99
14237452,70836254,Condominium,140,,,200,60,0,4,1125,0,0,0,0,100
14237540,76712367,Apartment,66,,,350,29,50,14,1124,0,0,0,0,98
14237618,76712367,Apartment,82,,,500,29,12,2,1124,0,0,0,0,99
14238249,55326627,House,69,,,,25,15,1,60,0,0,0,0,98
14238533,5383441,Apartment,125,,,400,66,0,1,90,24,54,84,302,97
14239377,5383441,Apartment,155,,,400,120,0,1,180,26,56,86,361,95
14239446,5383441,Apartment,136,,,400,120,0,1,180,22,52,82,290,94
14239507,5383441,Apartment,130,,,400,66,0,1,180,0,27,57,261,98
14239686,5383441,Apartment,145,,,400,120,0,1,180,21,51,81,262,93
14239775,5383441,Apartment,136,,,400,66,0,1,180,21,51,81,320,96
14239826,5383441,Apartment,136,,,400,66,0,1,180,21,51,81,298,94
14240249,79634491,Other,80,,,,11,50,4,1125,0,0,0,0,100
14240664,11952450,House,42,,,,,40,2,62,3,33,63,338,94
14241098,86638843,Guesthouse,60,,,,,0,1,1125,7,20,42,316,92
14242111,65547309,Apartment,64,,,1500,200,0,60,1125,0,6,36,36,
14242685,5238994,Apartment,120,,,200,60,0,2,1125,16,19,49,324,94
14244663,86667840,Apartment,97,,,,30,0,3,30,0,0,0,0,98
14247909,85439196,Hostel,14,,,,,0,1,1,0,0,0,0,100
14254360,26126262,House,76,,,,20,0,1,1125,27,57,87,87,90
14254923,47763720,Apartment,199,,,300,100,0,2,1125,11,31,31,31,94
14255708,35177899,Apartment,98,,,300,50,10,2,1124,1,10,25,250,94
14256015,71067861,House,190,,,,150,0,14,1125,0,0,0,0,100
14256434,61988675,Apartment,174,,,0,0,0,2,1125,9,21,45,133,99
14256744,86818650,House,40,,,554,28,42,180,1125,29,59,89,364,100
14257140,44144891,Apartment,84,,,300,11,27,1,20,22,52,82,82,98
14257271,34479105,Serviced apartment,799,,,300,65,50,1,1125,24,54,84,355,96
14258903,42438485,Apartment,84,,,700,0,0,3,90,16,17,20,89,99
14258950,86845915,Apartment,60,,,0,20,10,2,22,0,0,0,0,99
14259835,21120844,House,285,,,0,50,50,2,31,12,35,58,313,100
14266181,29908675,House,150,,,,30,0,1,1125,16,28,50,140,
14268442,7090150,Apartment,100,,,,25,0,10,1125,0,0,0,0,80
14269550,47281482,House,500,,,150,125,100,2,1125,0,4,34,309,98
14269674,2558544,House,42,,,0,35,25,2,160,29,59,89,364,100
14270846,34336155,Apartment,89,,,0,60,25,4,1125,1,11,35,80,100
14270966,87004381,House,39,,,,,0,100,1125,0,0,0,0,
14271707,87012397,Apartment,54,,,,,50,1,7,14,26,40,87,100
14272862,39914731,House,46,,,,,0,1,1125,29,59,89,364,
14282784,87156441,Apartment,96,,,150,75,0,1,1125,1,1,1,4,95
14283601,3897421,Apartment,64,,,800,110,40,1,1125,0,20,50,325,100
14284596,1476940,House,102,,,0,35,25,30,30,0,7,37,37,97
14284998,28148606,House,80,,,,50,0,7,21,15,16,16,16,96
14285044,84406045,House,35,,,0,10,25,1,7,29,59,89,364,83
14286116,87195519,Apartment,109,,,0,75,15,1,1125,14,41,67,342,96
14287894,54564538,Apartment,120,,,300,25,15,3,1125,0,12,42,42,96
14288534,46422496,Apartment,100,,,300,45,0,2,14,5,8,23,296,97
14290909,87244761,Guesthouse,73,,,,51,0,2,60,2,2,2,232,93
14300894,24067125,Apartment,75,,,,30,20,1,1125,0,0,0,0,100
14301076,25475709,Apartment,71,,,200,0,10,5,1125,5,29,59,149,100
14302100,51645739,Apartment,75,,,,50,0,2,18,7,24,39,39,96
14304284,55315492,Apartment,60,,,,25,30,3,120,0,0,0,0,100
14304498,68444645,Apartment,119,,,160,50,30,2,60,14,26,48,57,96
14308122,4776842,House,161,,,200,75,25,2,1125,6,36,64,339,97
14308782,42339204,Apartment,109,,,230,59,20,1,1125,10,10,12,85,94
14309234,46575296,House,30,,,150,,0,10,18,0,0,0,0,100
14319025,23952359,Apartment,450,,,350,150,0,3,1125,6,19,42,78,97
14319995,234121,Apartment,165,,,0,100,20,2,1124,8,26,56,102,95
14320770,22860147,Apartment,120,,,200,50,20,5,1125,11,30,60,60,97
14321384,27357959,Apartment,100,,,250,55,0,1,8,4,10,28,79,98
14323125,34322890,Apartment,174,,,200,120,20,2,1125,2,22,33,254,92
14323187,39389265,Bungalow,28,,,150,10,20,3,1125,0,4,34,124,93
14323458,50677312,Apartment,118,,,250,50,45,2,28,0,5,18,98,98
14323778,32650105,Boat,449,,,0,150,60,1,1,12,16,46,46,94
14325562,46209561,Apartment,136,,,500,65,0,1,10,0,0,0,0,100
14326294,87663648,House,37,,,,,0,1,1125,5,35,65,340,
14327212,9570879,Apartment,94,,,0,0,0,2,14,0,0,0,0,93
14328132,38071469,Loft,82,,,150,30,15,1,1124,10,23,42,52,100
14334745,35789055,Apartment,100,,,200,39,15,1,1125,12,34,64,154,93
14336890,9759193,Apartment,78,,,1000,50,0,7,1125,25,29,59,114,98
14340417,27519695,Apartment,169,,,300,55,15,1,90,9,28,56,142,95
14340548,86833995,House,280,,,600,160,0,2,1125,13,36,66,120,98
14340933,33528905,Apartment,120,,,150,50,0,1,1125,4,20,42,219,99
14341145,60879865,House,54,,,200,48,21,3,1125,0,9,9,137,98
14341546,6826884,House,75,,,150,50,25,3,28,29,59,89,89,
14342273,48988833,Apartment,132,,,200,75,15,1,1125,26,55,60,150,91
14342517,48988833,Apartment,132,,,200,75,15,1,1125,11,37,61,151,91
14342554,48988833,Apartment,132,,,200,75,0,1,1125,8,38,68,158,93
14342965,48988833,Apartment,132,,,200,75,0,3,1125,21,39,49,319,97
14343040,48988833,Apartment,166,,,200,75,15,1,1125,6,21,23,97,87
14343064,48988833,Apartment,166,,,200,75,15,1,1140,9,24,54,142,94
14343080,20250001,Apartment,75,,,0,30,20,2,14,18,39,69,344,98
14343087,48988833,Apartment,145,,,200,75,15,1,1125,13,38,43,130,94
14343114,48988833,Apartment,166,,,200,75,15,1,1125,10,31,36,126,90
14343155,48988833,Apartment,166,,,200,75,15,1,1125,14,33,59,149,85
14343178,48988833,Apartment,166,,,200,75,15,1,1125,10,25,30,120,88
14343361,86626507,Townhouse,120,,,,,0,21,30,27,57,87,362,
14346047,48988833,Apartment,166,,,200,75,15,1,1125,17,42,72,176,92
14346186,48988833,Apartment,166,,,200,75,15,1,1125,9,38,68,158,89
14346448,84002367,Apartment,125,,,1000,50,20,1,14,5,18,37,37,96
14346804,48988833,Apartment,166,,,200,75,15,1,1125,1,25,55,145,91
14346847,48988833,Apartment,166,,,200,75,15,1,1125,12,41,71,161,93
14346888,48988833,Apartment,166,,,200,75,15,1,1125,14,44,68,159,88
14347428,20685070,House,71,,,0,30,0,3,365,23,53,83,358,
14349785,63861597,Apartment,155,,,150,0,10,1,1120,23,53,83,176,97
14356811,87843641,House,150,,,1350,80,50,5,1125,20,45,75,350,98
14359258,3474980,House,100,,,,,0,28,1125,29,59,89,364,
14360476,10202854,Townhouse,50,,,0,40,0,2,1125,12,42,72,162,100
14360559,43050141,Apartment,141,,,0,0,0,2,1125,19,34,56,111,90
14361868,51643091,Villa,400,,,,60,0,2,1125,0,0,0,53,98
14362699,39682178,Apartment,98,,,200,35,0,2,45,0,0,0,0,96
14375924,63679227,House,119,,,,25,0,1,1125,0,4,34,309,87
14376758,45874128,Apartment,71,,,124,40,20,1,1125,7,37,67,342,98
14388743,88383150,Apartment,96,,,,,0,4,1125,0,0,0,0,
14388928,88387350,Apartment,30,,,,,0,1,1125,0,0,0,0,89
14389626,84582174,Apartment,89,,,0,30,0,1,1125,0,0,0,0,94
14390315,1687124,Condominium,120,,,200,80,0,4,1125,0,0,0,0,98
14390541,7468042,Guest suite,97,,,,10,0,1,1125,20,47,76,351,97
14393449,88441780,Apartment,199,,,200,65,40,1,1125,29,59,89,364,53
14405864,76712367,Apartment,118,,,700,69,29,4,1125,0,0,0,0,89
14406290,35370298,Apartment,154,,,500,120,0,2,1125,11,24,24,24,98
14406898,6004173,House,60,,,,25,20,5,1125,29,59,89,89,95
14407203,7232716,House,295,,,250,160,40,2,1125,0,0,0,0,96
14407394,88600912,Apartment,105,,,0,40,0,3,1125,0,0,0,0,95
14407474,7600086,House,120,,,,,0,1,1125,18,37,66,327,100
14408974,73951044,House,190,,,0,70,0,4,62,0,0,0,0,
14411623,88379970,House,26,,,,25,0,1,25,3,33,63,153,94
14412626,49221857,Apartment,35,,,,,0,4,99,5,11,11,11,94
14429331,29908675,House,289,,,0,120,0,2,1125,17,29,51,141,100
14429912,41004070,Apartment,140,,,250,30,0,2,1125,13,13,13,236,
14430111,22860147,Apartment,165,,,300,95,20,1,1124,1,21,21,21,95
14431123,88397155,House,350,,,,150,0,3,1125,1,9,39,90,100
14433263,88838254,Apartment,148,,,150,75,33,2,1125,4,10,24,274,98
14436441,20904291,Condominium,89,,,800,18,10,2,1124,0,17,22,22,95
14448076,55855779,Cabin,109,,,200,49,40,2,200,4,8,38,211,97
14451298,63672488,House,55,,,,,0,1,60,12,12,18,18,99
14457660,20989025,House,50,,,,6,0,1,10,0,0,0,0,100
14459298,8924888,Condominium,192,,,200,99,0,3,1124,2,27,53,314,98
14460551,20825780,House,80,,,0,0,40,1,5,3,14,44,319,100
14461317,5238994,Apartment,145,,,200,60,20,2,1125,21,51,81,356,100
14461615,10394006,Apartment,127,,,250,50,0,2,200,26,49,79,104,98
14467719,35789055,Apartment,125,,,200,45,15,1,1125,21,43,71,161,91
14475990,30807015,Loft,220,,,,50,0,2,3,0,11,41,41,99
14476247,65572251,Apartment,999,599,2199,150,19,0,1,200,0,0,0,0,97
14477158,24508892,Apartment,115,,,150,0,15,1,1125,23,53,83,115,97
14488136,23952359,Apartment,350,,,400,150,0,3,1125,24,48,78,133,95
14489124,89410943,Apartment,40,,,,,0,1,1125,0,0,0,0,
14489505,89245475,Aparthotel,145,,,0,0,0,5,30,23,47,77,77,97
14491459,4177728,Apartment,233,,,0,0,21,3,90,18,43,47,47,100
14491892,41006932,Guesthouse,230,,,140,30,50,2,120,18,37,38,150,98
14492780,89457981,Apartment,180,,,500,50,0,2,1125,0,9,39,39,93
14495623,89487346,Condominium,138,,,,90,0,4,1125,8,38,68,343,88
14505552,80621455,Apartment,100,,,170,59,0,1,1125,11,34,34,34,96
14506444,89613234,House,150,,,,110,0,4,1125,5,35,65,340,100
14508345,44159306,Apartment,138,,,200,68,38,2,90,18,26,27,27,98
14508394,13660126,Apartment,53,,,150,30,75,100,150,23,53,83,358,
14512794,8507452,House,48,,,0,20,6,2,1125,0,0,0,0,95
14517486,61915494,Condominium,109,,,199,49,10,1,28,4,19,36,183,95
14522186,79207510,House,199,,,0,120,0,3,1125,10,29,50,253,99
14524412,56435365,House,195,,,,80,20,1,1125,4,18,27,295,97
14524890,5238994,Apartment,130,,,200,60,0,1,1125,27,57,87,362,98
14524995,79186485,House,651,,,2000,120,0,5,1125,14,14,14,234,100
14526853,35789055,Apartment,165,,,346,65,15,1,1125,12,31,61,151,88
14531287,51425022,Apartment,79,,,150,15,20,1,60,0,0,6,92,96
14536615,51784844,Apartment,111,,,0,75,15,1,1125,19,35,65,340,96
14537310,47763720,Condominium,199,,,300,99,15,2,1125,0,0,0,0,92
14537335,11901944,House,62,,,,,0,14,30,0,0,0,0,90
14537795,20202831,Apartment,155,,,750,90,0,2,59,8,26,26,106,97
14537842,40567986,Apartment,80,,,0,30,0,1,1125,0,0,0,0,100
14540034,64359359,Apartment,55,,,,10,20,2,1125,0,0,0,0,
14543969,49234472,Condominium,136,,,200,55,15,3,1125,1,16,22,202,97
14544546,49288091,Apartment,119,,,400,70,59,1,99,19,45,45,45,98
14544655,61765158,Apartment,120,,,,,0,2,14,14,44,74,74,99
14545177,37531702,Townhouse,40,,,250,25,10,1,1125,0,1,1,1,100
14552333,70096230,Apartment,90,,,,,0,2,1125,29,59,89,89,89
14554958,46196030,Apartment,72,,,0,8,0,5,1125,16,39,69,344,100
14557580,33021734,Apartment,84,,,125,50,10,1,1125,29,59,89,364,95
14558529,33021734,Apartment,84,,,125,50,10,1,1125,25,55,85,360,86
14561671,90189628,Apartment,115,,,300,75,40,2,1125,3,10,10,10,98
14561770,90162215,House,239,,,,,0,7,1125,6,26,56,331,98
14563003,14060411,House,170,,,,50,0,2,1125,0,14,14,279,97
14564801,25922455,Apartment,100,,,,,0,7,13,0,0,0,0,
